COD_REG,Arquivo,Média de Precipitação,Média de Temperatura Máxima,Média de Temperatura Mínima,Média de Umidade Relativa Máxima,Média de Umidade Relativa Mínima,Média de Precipitação Normalizada,Média de Temperatura Máxima Normalizada,Média de Temperatura Mínima Normalizada,Média de Umidade Relativa Máxima Normalizada,Média de Umidade Relativa Mínima Normalizada
1,1-2019-BRAZLANDIA.csv,0.1732482571192248,23.11398345153664,21.680650118203307,64.98345153664303,58.430023640661936,0.00230383320637267,0.494430642261576,0.5009608187524548,0.6109272392960337,0.5481524308767601
2,2-2019-AGUAS EMENDADAS.csv,0.1572445464982778,22.669062105384,21.04932502596054,70.16014234875445,63.452646079669385,0.002091017905562205,0.4811096438737725,0.48117006350973474,0.6684460260972717,0.6027461530398847
3,3-2019-BRASILIA.csv,0.1566102470265324,22.70882891125343,21.24728956999085,67.24565416285454,60.94063822486561,0.002082583072161335,0.482300266803995,0.4873758485890549,0.6360628240317171,0.5754417198354957
4,4-2019-GAMA.csv,0.1424591848384518,23.24292727480306,21.505708414202537,68.0324237926704,60.653841762758304,0.0018944040537028164,0.49829123577254664,0.49547675279631775,0.6448047088074489,0.5723243669865034
5,5-2019-PARANOA.csv,0.1361228934999427,23.05207473635947,21.487058688674924,71.2800875273523,64.21950938615686,0.0018101448603715783,0.49257708791495425,0.49489212190203524,0.6808898614150255,0.6110816237625746
6,6-2019-CAMPOSDOSGOYTACAZES.csv,0.1218949771689497,24.919456496917103,23.800742178579583,77.80315140443024,72.85042247088376,0.001620943845331778,0.548486721464584,0.5674213849084508,0.7533683489381138,0.7048958964226495
7,7-2019-ANGRADOSREIS.csv,0.2772379101406196,24.19211067916762,23.157214726732217,86.13400411616739,80.71941458952664,0.0036866743369763245,0.5267099005738808,0.5472481105558689,0.8459333790685265,0.7904284194513764
8,8-2019-RIODEJANEIRO.csv,0.2006394153916419,24.63562128825948,23.68507309273641,79.99414129810454,75.68213670304422,0.0026680773323356634,0.5399886613251341,0.5637953947566272,0.7777126810900504,0.7356753989461329
9,9-2019-VALENCA.csv,0.1010357327809425,22.90660495943321,21.70252542566564,79.67192320877614,74.29048108787568,0.0013435602763423203,0.4882217053722518,0.5016465650678884,0.7741324800975126,0.7205487074769096
