Semana epidemiológica dos sintomas,Casos notificados,Semana,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)",TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%)
1,0,1,0.0208333333333333,25.824404761904763,25.552261904761902,78.88095238095238,74.26190476190476
2,0,2,0.0,27.103528911564624,26.20709183673469,73.23214285714286,68.05357142857143
3,0,3,0.0,26.520672598307616,26.073979591836736,72.75595238095238,66.70833333333333
4,0,4,0.0,28.33175087108014,25.324404761904763,67.92261904761905,62.470238095238095
5,0,5,0.0615079365079365,25.981547619047618,24.257440476190474,77.375,72.94047619047619
6,1,6,0.0158730158730158,25.75372023809524,24.700892857142858,81.13690476190476,76.76785714285714
7,0,7,0.1964285714285714,26.029017857142858,25.074404761904763,82.47619047619048,77.58333333333333
8,3,8,0.4285714285714285,29.148644179894184,24.931268601190474,82.25,77.43452380952381
9,4,9,0.0,28.150675547996972,25.4983850784632,78.45833333333333,73.32142857142857
10,0,10,0.6577380952380952,25.45365646258503,26.503878066378064,82.52380952380952,77.69047619047619
11,0,11,0.0,25.42559523809524,25.31547619047619,78.46428571428571,73.44642857142857
12,0,12,0.0,29.288690476190474,25.28670634920635,78.23214285714286,72.77380952380952
13,0,13,0.0,26.62202380952381,23.89148351648352,78.53571428571429,72.70833333333333
14,1,14,0.0,23.601190476190474,20.98723672161172,78.36309523809524,72.36904761904762
15,1,15,0.0089285714285714,24.558035714285715,22.866095430107528,78.07142857142857,72.375
16,0,16,0.0,25.257440476190474,24.170824725885904,76.92857142857143,71.2202380952381
17,1,17,0.056547619047619,21.823554421768705,21.868148121317493,82.82738095238095,78.23214285714286
18,2,18,0.0297619047619047,22.2984693877551,22.39081465919701,82.79761904761905,77.63095238095238
19,1,19,0.0,21.169642857142858,20.59027777777778,77.41666666666667,71.875
20,4,20,0.0,24.169642857142858,22.73809523809524,77.63690476190476,72.14285714285714
21,3,21,0.0,25.39434523809524,23.30386904761905,76.01785714285714,71.14880952380952
22,1,22,0.3333333333333333,24.412552521008404,23.273511904761904,83.5952380952381,78.92261904761905
23,4,23,0.1994047619047619,22.31522867767797,22.014880952380956,84.35119047619048,80.6547619047619
24,3,24,0.0,20.93144499178982,19.1640406162465,79.33333333333333,73.98214285714286
25,6,25,0.0,21.35773809523809,18.1328343837535,80.79761904761905,75.67261904761905
26,2,26,0.0,18.648214285714285,18.71138152841782,77.35714285714286,71.85714285714286
27,1,27,0.0,20.525935374149658,18.481326804915515,81.17857142857143,76.0297619047619
28,0,28,0.0,22.286564625850342,21.114441609977323,80.88095238095238,75.9047619047619
29,2,29,0.0,20.006944444444443,18.629109977324266,75.70238095238095,70.43452380952381
30,5,30,0.0,19.78363997113997,17.857222222222223,74.68452380952381,69.14880952380952
31,3,31,0.0,20.06854256854257,19.200034013605443,80.82738095238095,76.23809523809524
32,2,32,0.0178571428571428,19.90575396825397,19.68579931972789,83.43452380952381,79.19642857142857
33,4,33,0.6666666666666666,22.26917989417989,21.517619047619046,79.32738095238095,74.5952380952381
34,6,34,0.0,22.435185185185187,21.734166666666667,77.38690476190476,72.08928571428571
35,1,35,0.3333333333333333,20.78075396825397,19.7300983436853,84.64880952380952,80.14285714285714
36,3,36,0.0089285714285714,23.835459183673468,22.378234989648032,82.55952380952381,78.89285714285714
37,4,37,0.0,24.21215986394558,24.229166666666668,81.95833333333333,77.79166666666667
38,3,38,0.0,22.969812925170068,23.75062656641604,71.91666666666667,66.47619047619048
39,3,39,0.0,24.960011636233443,23.80889724310777,79.625,75.08333333333333
40,1,40,0.2663690476190476,22.45529448621554,21.357683982683984,84.1547619047619,80.29761904761905
41,2,41,0.3675595238095238,22.596031746031745,21.817911255411257,87.21428571428571,83.98214285714286
42,3,42,0.050595238095238,21.878968253968253,20.637698412698413,85.78571428571429,82.28571428571429
43,1,43,0.0476190476190476,24.067994505494507,22.553373015873017,85.02380952380952,81.07142857142857
44,3,44,0.2202380952380952,24.18855311355312,22.607005494505493,81.11904761904762,76.49404761904762
45,1,45,0.1160714285714285,21.24394841269841,20.12900641025641,82.36904761904762,77.6547619047619
46,0,46,0.0416666666666666,23.637761544011543,22.36220238095238,81.02380952380952,75.95833333333333
47,1,47,0.0,23.534361471861477,23.71964285714286,77.20833333333333,71.6547619047619
48,2,48,0.0833333333333333,24.979166666666668,23.827838827838825,81.10119047619048,75.67261904761905
49,2,49,0.1398809523809523,23.327380952380956,23.28352829965733,82.25595238095238,77.44047619047619
50,2,50,0.0357142857142857,28.110119047619047,25.32613287250384,81.39285714285714,76.83928571428571
51,1,51,0.0,24.67619047619048,23.77579365079365,78.44642857142857,72.74404761904762
52,1,52,0.0,27.55333333333333,25.876388888888886,79.74166666666666,74.46666666666667
